id,en,jp,trans
16,,死んではいません。<br>まぁ、もっとも、<br>生きているとも言えませんが……,他们并没有死。<br>话虽如此，<br>也不能说他们还活着。
17,,……？,……？
18,,彼らはリアクターを作る際の、<br>初期の実験の被験者達です。,他们是“反应器”制成后<br>最早的一批实验者。
19,,リアクターは、<br>星晶獣デウス・エクス・マキナの持つ<br>精神に干渉する能力を利用しています。,反应器是为了<br>利用星晶兽机械降神的精神干涉能力<br>而制作的。
20,,そのため、実験の初期段階では、<br>彼らのように完全に精神を<br>抜き去られてしまった者が続出しました。,为此，在实验的初期，<br>像他们这样<br>精神被完全剥离的人也不少。
21,,決して死んではいませんが……<br>しかし、<br>二度と意識を取り戻すことはない……,虽然死是没死，<br>但也不可能再次恢复意识了。
22,,生きる人形となってしまった彼らに、<br>もはや利用価値は<br>無いと思っていましたが……,那时我曾认为变成人偶的他们<br>已经没有利用价值了……
23,,しかし……！,但是……！
25,,<span class='scene-font-katari'>フリーシアは</span><br><span class='scene-font-katari'>自らの身体から立ち上る禍々しい瘴気を、</span><br><span class='scene-font-katari'>積み重なる兵士達に注ぎ込んでいく。</span>,芙莉西雅将自己身上散发出的瘴气<br>注入到堆积着的士兵的体内。
26,,…………,…………
27,,<span class='scene-font-katari'>フリーシアに瘴気を与えられた兵士達は、</span><br><span class='scene-font-katari'>糸に釣られる人形のように、</span><br><span class='scene-font-katari'>虚ろに立ち上がるのだった。</span>,被注入瘴气的士兵<br>像是牵线人偶一般，<br>以一副空洞无神的模样站了起来。
28,,くくく……<br>そう、そうです！　それでいい！,哼哼哼……<br>是的！这样就好！
29,,精神を失ってなお、<br>忠実な駒として、<br>私に仕え続けなさい！,哪怕失去了精神，<br>也继续作为忠实的棋子<br>为我效劳吧！
30,,ひどい……！！<br>ただでさえ、犠牲になった人達に、<br>こんな……こんな仕打ち……！！,太残忍了！！\n对这些本就被你牺牲掉的人\n做出这样的事！！
31,,貴女はかつて<br>エルステを治めた身でありながら<br>兵を……民をなんだと思ってるの！？,明明你也曾是管理埃尔斯特的官员，<br>可你把士兵……<br>把人民当成什么了！？
32,,<span class='scene-font-katari'>激昂するオルキスに対し、</span><br><span class='scene-font-katari'>フリーシアは怒りを返さない。</span>,芙莉西雅并没有回应<br>欧尔姬丝的愤怒。
33,,<span class='scene-font-katari'>しかし、代わりに向けられた瞳には、</span><br><span class='scene-font-katari'>虚ろな憐れみが湛えられていた。</span>,然而，芙莉西雅注视着欧尔姬丝的双眼中，<br>却包含着空洞的怜悯。
34,,嗚呼……<br>ヴィオラ様……<br>違う、違うのです……,啊……<br>薇奥拉陛下……<br>不是的，不是这样的……
35,,ヴィオラ……？<br>ち、違う……<br>私はお母さんじゃ……,薇奥拉？<br>不是的，<br>我并不是母亲……
36,,私とて民の犠牲に、<br>心を痛めていないわけでは<br>ありません……,我也并不是不为<br>民众的牺牲感到心痛。
37,,ですが……嗚呼、ヴィオラ様……<br>どうして貴女は星の民の男などを<br>お選びになったのですか……？,但是……啊……薇奥拉陛下……<br>为什么您会选择那个<br>身为<span class='scene-font-spword'>星之民</span>的男人？
38,,<span class='scene-font-katari'>フリーシアはすがりつくように</span><br><span class='scene-font-katari'>オルキスの手を取り、</span><br><span class='scene-font-katari'>滔々と言葉を続ける。</span>,芙莉西雅紧紧抓住欧尔姬丝的手，<br>止不住地说道：
39,,ええ、ええ……もちろん存じております。<br>ヴィオラ様はあの男に、<br>誑かされてしまったのだと……,是的、是的……我当然知道。<br>薇奥拉陛下只是被那个男人<br>诓骗了而已。
40,,全ては……全ては星の民が悪いのです。<br>あの者達さえいなければ……,这一切都是<span class='scene-font-spword'>星之民</span>的错。<br>要是没有那些家伙……
41,,星の民が居なければ、<br>エルステが凋落することもなかった……,没有<span class='scene-font-spword'>星之民</span>的话，<br>埃尔斯特也不会衰败……
42,,星の民が居なければ、<br>貴女があんな男に<br>誑かされることもなかった……,没有<span class='scene-font-spword'>星之民</span>的话，<br>您也不会被那个男人诓骗……
43,,星の民が居なければ、<br>貴女が星晶獣の<br>犠牲となることもなかった……,没有<span class='scene-font-spword'>星之民</span>的话，<br>您也不会因为星晶兽而牺牲……
44,,星の民が……<br>星の民さえ居なければ、<br>貴女はきっと私を選んでいた……,如果没有<span class='scene-font-spword'>星之民</span>的话，<br>您就一定会选择我……
45,,そうでしょう……？<br>ヴィオラ様……,是这样的吧？<br>薇奥拉陛下……
46,,…………,…………
47,,フリーシア……<br>貴女は……,芙莉西雅……<br>你……
48,,<span class='scene-font-katari'>オルキスの言葉を遮るように</span><br><span class='scene-font-katari'>フリーシアは踵を返し、</span><br><span class='scene-font-katari'>寂れた廃墟の出口へと向かっていく。</span>,像是要阻止欧尔姬丝继续说下去，<br>芙莉西雅走向了废墟的出口。
49,,私は……<br>確かにかつては、<br>エルステを治める立場にありました。,我过去确实也处于<br>埃尔斯特管理者的立场。
50,,しかし、私が……<br>私が本当に愛していたのは、<br>あのお方の居るエルステだったのです。,但是，我……<br>我真正爱着的，<br>是有那位大人在的那个埃尔斯特。
51,,いまのエルステになど、<br>何の価値も無い……<br>もちろん、お前の存在も認めはしない。,现在的埃尔斯特毫无价值……<br>当然，我也不会认可你的存在。
52,,命ある限り、<br>私はこの何の価値も無い世界を否定し、<br>抗い続けましょう……,只要这条命还在，<br>我就会否定这没有任何价值的世界，<br>并与之抗争到底。
54,,<span class='scene-font-katari'>フリーシアは魔晶の力で操る兵士に</span><br><span class='scene-font-katari'>オルキスを拘束させ、</span><br><span class='scene-font-katari'>兵士達を率いて寂れた廃墟を出る。</span>,芙莉西雅用魔晶之力操控士兵<br>将欧尔姬丝绑了起来，<br>然后带着士兵们离开了这个寂静的废墟。
55,,<span class='scene-font-katari'>群れなす軍靴の音に</span><br><span class='scene-font-katari'>僅かな後悔と孤独を紛らわせながら、</span><br><span class='scene-font-katari'>フリーシアはタワーへと向かうのだった。</span>,伴随着诸多军靴的声音，<br>心中掺杂着些许孤独与悔恨，<br>芙莉西雅向着高塔进发。
info,,1,scene_cp72_q3_s10
,,,
