id,en,jp,trans
39,"（Still, I learned something useful today.）",<span class='scene-font-kokoro'>（直接関わってみたことで、</span><br><span class='scene-font-kokoro'>収穫はあったか……）</span>,<span class='scene-font-kokoro'>（不过，直接与他们接触<br>也是有所收获的。）</span>
40,Alliah is reserved as she quietly observes 姬塔 and company.,<span class='scene-font-katari'>黄金の騎士はただただ静かに、</span><br><span class='scene-font-katari'>姬塔一行を見守る。</span>, 金骑士阿莉亚只是在一旁<br>观望着姬塔等人。
41,The true meaning behind her words remains hidden beneath her golden armor.,<span class='scene-font-katari'>彼女が重ねたその言葉の真意は、</span><br><span class='scene-font-katari'>いまはまだ黄金の甲冑の奥深くに</span><br><span class='scene-font-katari'>隠されているのだった。</span>,她话语背后的真实含义，<br>仍隐藏在她的金色盔甲之下。
44,"Meanwhile, on Zinkenstill...",<span class='scene-font-katari'>同時刻、ザンクティンゼル。</span>,与此同时，在赞克汀泽……
45,Some strange visitors arrive in 姬塔's village.,<span class='scene-font-katari'>姬塔達が旅立った村には、</span><br><span class='scene-font-katari'>見慣れぬ来訪者の姿があった。</span>,几位陌生的来访者<br>来到了姬塔旅行开始的地方。
46,Hold on there！Just who are you folks？,待ってくれ！<br>いったい何なんだあんた達！,等等，你们到底是谁啊？
47,"Just some nameless soldiers！All right now, outta the way here！",名乗るまでもない<br>軍人さんですよーっと……<br>はいはい、ちょっとどいてねー,只是无名的军人而已……<br>好啦，请让一下！
48,The woman pushes the villager aside as she goes for the door of a certain house.,<span class='scene-font-katari'>その女性は村人を押しのけ、</span><br><span class='scene-font-katari'>とある家の扉に手をかける。</span>,这位女性将村民推开，<br>用手推着某处屋子的门。
49,Huh？It's locked.,あり？<br>鍵かかってんなここ……,咦？<br>这里锁起来了呢。
50,Of course it is. The person who lives there is on a journey.,当たり前だろう……<br>そこの住人はいま、旅に出てるんだ。,那是当然了……<br>住在这里的人已经旅行去了。
51,"The young Erune man, despite his fierce looks, speaks gently to the woman.",<span class='scene-font-katari'>精悍な顔つきのエルーンの青年は、</span><br><span class='scene-font-katari'>女性の隣に並ぶと、</span><br><span class='scene-font-katari'>丁寧な口調で問いかける。</span>,站在这位女性身边的一位艾伦族青年，<br>很有礼貌地开口询问。
52,"What shall you do now, Anissida？",どうしますか？　アニシダ。,该怎么办，阿尼希妲？
53,"Break it down of course, Hailak.",決まってる……<br>ぶっ壊すぞ、ハイラック。,当然是……<br>弄坏它，海拉克。
54,Hey！Stop that！What are you thinking！,おい！　やめろ！<br>なに考えてんだあんたら！,喂！住手啊！<br>你们到底想做什么？
55,The villager hurries to stand between the door and the two soldiers.,<span class='scene-font-katari'>慌てた様子で村人は、</span><br><span class='scene-font-katari'>ふたりと扉の間に割って入る。</span>,村民赶紧冲进门和两名士兵之间。
56,"You wanna know what we're thinking？Right now, we're thinking about this job. We haven't given a single thought to you, though.",なに考えてる、って言われれば……<br>いまはお仕事のことだけかな？<br>んで、あんたのことは考えてない。,要说我们要做什么的话……<br>现在是在工作中哦，<br>完全没想搭理你。
57,What？,は……？,什么？
58,"Our troop's pretty ruthless, you know. For the sake of the mission, we take no prisoners. Even if they're innocent villagers.",うちの軍は厳しいからねー<br>任務のためなら民間人だろうと、<br>犠牲は考えるなって言われてたりして。,我们的军队行事可是相当严厉的。<br>阻止执行任务的一般平民，<br>也不是不能考虑直接杀掉呢。
59,Eek！,ひっ……！,咿……！
60,A careless smile spreads across her face and she gently taps the giant mortar weapon attached to her arm.,<span class='scene-font-katari'>女性は決して飄々とした態度を崩さない。</span><br><span class='scene-font-katari'>しかし、その右手はしっかりと、</span><br><span class='scene-font-katari'>巨大な臼砲に添えられていた。</span>,这位女性一转之前满不在意的态度，<br>然后将她的右手摁在了巨大的手炮上。
61,"You'll move aside now, won't you？",どいて……いただけますね？,能请你们让一让吗？
62,...,くっ……,唔……
63,The villager is stunned silent by the choice thrust upon him.,<span class='scene-font-katari'>選択を突き付けられた村人は</span><br><span class='scene-font-katari'>言葉を失う。</span>,别无选择的村民哑然失语。
64,"But just then, a playful voice can be heard from behind the two.",<span class='scene-font-katari'>しかし、その時、</span><br><span class='scene-font-katari'>気の抜けたような声が、</span><br><span class='scene-font-katari'>ふたりの背後から響く。</span>,但就在这时，<br>两人背后传来一个俏皮的声音。
66,"What's this？Hey hey, Sturm！What does this look like to you？",あっれぇー？<br>ねぇねぇ、スツルム殿、どう思う？,咦咦？<br>斯特姆阁下，你怎么看？
67,"Here we are, just trying to get a little rest in the scenic countryside.",僕達さ、たまの休暇を<br>風光明媚な田舎で<br>過ごそうとしてたわけじゃない？,我们啊，只是偶然在<br>这个风景秀丽的村子里休假不是吗？
68,"But as soon as we get here... My my, trouble just seems to follow us around.",なのに着いて早々これって……<br>やっぱり僕達、<br>トラブル体質みたいだねぇ……,但是我们到这里没多久就……<br>果然我们是被麻烦追着走的体质啊。
69,Speak for yourself. Trouble's just following you.,トラブル体質なのはお前だけだろ……<br>あたしを勝手に巻き込むな。,惹麻烦体质只是你，<br>不要搭上我。
70,"But Sturm, don't you end up getting into trouble anyway？",でも、スツルム殿も、<br>よく旅先で<br>トラブルに巻き込まれるでしょ？,但是斯特姆阁下，<br>你也经常在旅行中<br>被卷进麻烦事里吧？
71,"Ah, that's right. Since I'm pretty much with you wherever you go...",あ、そっか、<br>でもそれって、だいたいどの旅でも、<br>僕と一緒に居るからで……,啊，对了，这大概是因为，<br>你旅行的大部分时候<br>都跟我在一起……
72,Owww！What gives？Did I read your mind？,痛ってぇ！？<br>なに！？　この一刺しはなに！？<br>図星だから！？,好痛！？<br>什么！？为什么要刺我！？<br>是被我说中了吗？
73,No. I was just irritated.,いや……ただ純粋にイラッとした。,不……只是单纯感到不爽。
74,Is it just me or are your excuses losing their edge？,なんか最近、刺す理由雑じゃない！？,最近怎么理由越来越随便了？
75,Be glad my edge hasn't sliced you in half yet.,真っ二つにされないだけ、<br>ありがたいと思え……,没把你劈成两半<br>你就该感恩戴德了……
76,Who's that？,……なんだあれ？,他们是谁啊？
77,Beats me...,さぁ……,不知道。
78,"Anyway, what do you think you're doing？",ともかく……<br>お前ら、何しようとしてるんだ？,总而言之，<br>你们俩在做什么呢？
79,Can't you see？We're working.,見ての通り……お仕事さ。,正如你所见，是工作哦。
80,"Working？I dunno who you're with, but does this job involve cat burglary？",仕事……？<br>どこの軍か知らないが、お前の軍は<br>空き巣まがいの任務があるのか？,工作？<br>虽然不知道你是隶属哪个军队的，<br>但是你们军队的任务就是搜空房子吗？
81,What did you say？,なんだと……？,你说什么？
82,"Don't get heated, Hailak. That's a bad habit of yours.",熱くなるな、ハイラック。<br>悪い癖だぞ。,别激动海拉克，<br>这可是你的坏习惯。
83,This is the Phantagrande Skydom. We wouldn't expect you to know about our troop.,それにここは、<br>ファータ・グランデ空域だ。<br>うちの軍を知らなくても当然だろう。,而且这是法塔·格兰德空域，<br>不知道我们军队的事情是当然的。
84,"Non non！I know that uniform！It's from the Istavion Troop in Oarlyegrande, yes？",いやぁ～？　知ってるよん？<br>その軍服、アウライ・グランデの、<br>イスタバイオン軍のものでしょ？,不对哦，我知道哦？<br>那个军服是奥莱·格兰德的、<br>伊斯塔拜恩军的不是吗？
85,"You've traveled quite a long way. But that house belongs to a friend of ours, so we can't overlook this, ya know.",ずいぶん遠くからご苦労様。<br>でもそこ、僕達の知り合いの家だし、<br>見過ごすわけにもいかないんだよねぇ～,远道而来真是辛苦了。<br>但是这可是我们熟人的家啊，<br>我们总不能视而不见啊。
86,"You two aren't any ordinary travelers, huh？",お前ら……<br>ただの旅行者じゃないな……,你们两个看来不是普通的旅人啊。
87,How should I know？Why don't you decide for yourself？,知るか……<br>そんなことはお前が決めろ。,我怎么知道？<br>这种事你自己想啊。
88,"But first, step away from there. You won't find any money, and I don't feel like working on my day off.",それより、早くそこを離れろ。<br>金にもならないし、<br>休暇中にまで働きたくない。,比起那个，我们赶紧走吧，\n也没有佣金，\n我也不想在休假时工作。
89,"I dunno... Maybe if we stop them now, we can bill the captain next time we meet？",いや？　ここでしっかり守って、<br>今度会ったときに、<br>お金請求してもいいんじゃない？,不对哦？如果能够保护好这里，<br>下次再见面的时候<br>要点小费不也挺好的吗？
90,"Well, if we're gonna get paid, we'd better not cut corners.",金を取るなら……手は抜けないな。,既然有钱可赚的话，<br>那就不能放手不管了啊。
91,"Humph. In other words, you intend to stand in our way.",ふぅん……<br>つまりアタシ達の<br>邪魔をしようってわけだ。,嗯……<br>也就是说你们要和我们作对是吧。
92,"I thought this job would be a snooze, but it's gotten interesting. Let's have a little fun.",退屈な任務かと思ったけど、<br>悪くないね……<br>少し、遊んであげようじゃないか……！,本以为是份很无聊的工作，\n现在看来倒也不坏。\n就稍微陪你们玩玩好了。
93,Anissida smiles boldly as she grips the mortar hanging from her shoulder.,<span class='scene-font-katari'>不敵な笑みを浮かべ、</span><br><span class='scene-font-katari'>アニシダは肩に下げた臼砲を構える。</span>,阿尼希妲露出了无所畏惧的笑容，<br>取下肩扛着的巨炮，<br>摆好了架势。
94,"And with that signal, the sounds of battle ring throughout the peaceful island.",<span class='scene-font-katari'>それを合図とするように、</span><br><span class='scene-font-katari'>長閑な緑の島に、</span><br><span class='scene-font-katari'>戦いの音が響き渡るのだった。</span>,以此为信号，<br>战斗的声音在这个与世无争的岛屿响起。
info,1,1,scene_cp69_q4_s30
,,,
