id,en,jp,trans
39,"Then, if there aren't any primal beasts, what does Lyria keep sensing？",じゃあ、星晶獣は関係ないみたいだし、<br>ルリアが感じてる気配は、<br>いったい何なのかしら……？,那就和星晶兽没有关系了。<br>那么露莉亚感受到的气息<br>到底是什么呢？
40,"The crew grows silent, unable to come up with a clear answer.",<span class='scene-font-katari'>その問いに誰もが首を傾げ、</span><br><span class='scene-font-katari'>一行は明確な結論を</span><br><span class='scene-font-katari'>出すことが出来なかった。</span>,对于这个问题，众人都感到疑惑，<br>始终没能得出明确的结论。
41,"Heading back to the city, they decide to depart the next morning for Amalthea Island to see the archives.",<span class='scene-font-katari'>一行はそのまま、中心镇へ戻り、</span><br><span class='scene-font-katari'>翌朝、資料を求めて</span><br><span class='scene-font-place'>アマルティア島</span><span class='scene-font-katari'>へ戻ることを決める。</span>,于是众人就这么回了中心镇。<br>第二天早上，为了继续寻找资料，<br>众人决定返回<span class='scene-font-place'>阿玛提亚岛</span>。
47,Later that night...,<span class='scene-font-katari'>その夜――</span>,就在那天晚上——
48,"Unseen in the dark, a knight glares out at the rocky island chain.",<span class='scene-font-katari'>闇夜に紛れるようにして、</span><br><span class='scene-font-katari'>ひとりの騎士が、</span><br><span class='scene-font-katari'>歪な列島を睨みつけていた。</span>,与黑夜融为一体的骑士，<br>独自注视着这座扭曲的岛屿。
49,There's no mistaking it.,……間違いない。,……没有错。
50,This... is going to get ugly.,これは……マズイことになったな。,这下……麻烦可大了。
51,Her murmurs go unheard as they fade into the fog of the night.,<span class='scene-font-katari'>その呟きは夜霧に紛れ、</span><br><span class='scene-font-katari'>誰の耳にも届くことなく、</span><br><span class='scene-font-katari'>空へと散っていく。</span>,这句话也溶进了黑夜之中，<br>没有传到任何人的耳中，<br>就这样在空中消散了。
57,"Morning has come, so 姬塔 and company prepare to leave the station.",<span class='scene-font-katari'>そうして姬塔一行は、</span><br><span class='scene-font-katari'>秩序の騎空団の駐屯所で、</span><br><span class='scene-font-katari'>朝を迎えるが……</span>,然后姬塔一行人<br>在秩序骑空团的驻地中迎来了清晨……
60,Huh？Is this everybody？,あれ……これだけか？,咦？只有这么几个人吗？
61,Vyrn seems puzzled as he looks around the room at the crew.,<span class='scene-font-katari'>朝、共有スペースに</span><br><span class='scene-font-katari'>集まった仲間達を見て、</span><br><span class='scene-font-katari'>ビィは不思議そうな声を上げる。</span>,早晨，见到来到公共区域集合的伙伴，<br>碧诧异地发出疑问。
62,Everyone worked so hard yesterday. Maybe some of them are still asleep？,昨日は皆すっごく頑張ったから、<br>お寝坊さんなんでしょうか……？,昨天大家都累坏了，<br>难道是睡过头了吗？
63,"Well, we did have our own rooms for once. They might still be in there sleeping like logs.",珍しく全員が個室だったから、<br>誰に気兼ねすることなく、<br>ゆっくり眠ってるんじゃないかしら。,难得大家都有自己的房间，<br>不用在意其他人的事，<br>因此睡得很香也说不定呢。
64,"But even at breakfast, Katalina, Io, Lecia, Rackam, and Eugen have yet to appear.",<span class='scene-font-katari'>朝食の時間になっても、</span><br><span class='scene-font-katari'>カタリナ、イオ、リーシャ、</span><br><span class='scene-font-katari'>ラカム、オイゲンは姿を現さない。</span>,直到早餐时间，<br>卡塔莉娜、伊欧、莉夏、<br>拉卡姆、欧根也没有现身。
65,All right！Let's go wake 'em up！,うっし！<br>そんじゃ、いまから、<br>皆起こしに行こーぜ！,好！<br>那么现在就去把他们喊醒吧！
66,"姬塔, Vyrn, Lyria, and Rosetta split up to go and wake the others.",<span class='scene-font-katari'>姬塔、ビィ、ルリア、</span><br><span class='scene-font-katari'>ロゼッタはそれぞれ担当を決め、</span><br><span class='scene-font-katari'>仲間達を起こしに向かうが……</span>,姬塔、碧、露莉亚、萝赛塔<br>决定了各自负责的人选，<br>分开去喊他们起床了。
69,"Hey！Wake up, Rackam！How long you plan to sleep in？",おーい！<br>ラカム、起きろって！<br>いつまで寝てんだよ？,喂！<br>醒一醒，拉卡姆！<br>你要睡到什么时候啊？
70,Hmmm？Keep it down...,んん……？<br>うるせぇなぁ……,嗯？<br>吵死了……
71,Rackam rubs his eyes and shakes his head as he sits up.,<span class='scene-font-katari'>目元をこすり、</span><br><span class='scene-font-katari'>軽く頭を振りながら、</span><br><span class='scene-font-katari'>ラカムはベッドから身体を起こす。</span>,拉卡姆揉着眼睛，轻轻摇晃着脑袋，<br>慢慢从床上起身。
72,Good grief... What do you want so early？,ったく……<br>朝っぱらから、<br>いったいなんだって……？,真是的，…<br>大清早的搞什么啊？
73,Rackam fixes his gaze on 姬塔 and Vyrn. He furrows his brows.,<span class='scene-font-katari'>姬塔、ビィを</span><br><span class='scene-font-katari'>正面から見据え、</span><br><span class='scene-font-katari'>ラカムは眉を寄せる。</span>,拉卡姆在定睛打量过面前的姬塔和碧后，<br>皱起了眉头。
74,Who... are you？,お前……誰だ？,你……是谁啊？
75,A look of confusion is written all over 姬塔's face.,<span class='scene-font-katari'>ラカムのその言葉に、</span><br><span class='scene-font-katari'>姬塔は疑問符を浮かべる。</span>,拉卡姆的话令姬塔心生疑惑。
76,But this is only the beginning of a series of curious incidents to come.,<span class='scene-font-katari'>しかし、これはあくまで、</span><br><span class='scene-font-katari'>一連の事件の始まりに過ぎないのだった。</span>,然而，这不过是<br>接下来一连串事件的开始而已。
info,1,1,scene_cp67_q4_s30
,,,
