id,en,jp,trans
40,I'm sorry. If I only had... more power...,ごめんなさい……<br>私に……もっと力があれば……,对不起，要是我有更强大的力量的话……
41,No... There's no need for you to apologize.,もう……<br>貴女が謝る必要なんてないわ。,真是的，你没有必要道歉。
42,Rosetta gently pats Orchid on the head.,<span class='scene-font-katari'>そう言うと、</span><br><span class='scene-font-katari'>ロゼッタは俯くオーキスの頭を</span><br><span class='scene-font-katari'>優しく撫でる。</span>,<span class='scene-font-katari'>萝赛塔这样说着，轻轻抚摸着欧姬丝的头。</span>
43,In fact we should be thanking you.,むしろ、<br>貴女にはお礼を<br>言わなくちゃいけないわね。,不如说，我们还得感谢你。
44,"Thank you, Orchid. For saving us from a disaster.",ありがとう……オーキスちゃん。<br>この雪崩から、<br>アタシ達を守ってくれて。,谢谢你，小欧姬丝，从雪崩中保护了我们。
45,But Orchid shakes her head.,<span class='scene-font-katari'>ロゼッタの言葉に、</span><br><span class='scene-font-katari'>オーキスは大きく首を振る。</span>,<span class='scene-font-katari'>听到萝赛塔的话，欧姬丝重重地摇头。</span>
46,"No... I couldn't save them. 姬塔, Lyria, Vyrn, Katalina, Rackam, and Sturm...",助け……られなかった。<br>姬塔も、ルリアも、ビィも、<br>カタリナも、ラカムも、スツルムも……,我没能，救得了他们——\n姬塔、露莉亚、碧、\n卡塔莉娜、拉卡姆，还有斯特姆……
47,"Oh, Orchid... Is that really how you feel？",ねぇ、オーキスちゃん……<br>貴女は……<br>本気でそう思っているのかしら？,嗳，小欧姬丝，你真的有这样的想法吗？
48,...？,……？,……？
49,"Well they're a tough bunch, aren't they？",まぁ、アイツらはそんなに<br>ヤワじゃねぇってこったな。,怎么说他们也并非软弱无能之辈。
50,"That avalanche might've knocked 'em down, but they're not out, I'll say.",確かに雪崩には巻き込まれちまったが、<br>アイツらがこれくらいで<br>くたばっちまうたぁ思えねぇ。,他们确实被雪崩卷走了，但是我觉得他们的命可硬着呢。
51,The four of us made it through after all.,ほれ、それによ……<br>オレ達はオレ達で、無事に雪崩を<br>やり過ごすことが出来た……,而且，雪崩之后我们不是都平安无事的嘛！
52,"So you've got my thanks, Orchid. Now we can all go and find 'em. Am I right？",ありがとうよ、オーキスちゃんよ。<br>これでオレ達はアイツらを<br>探しに行くことが出来る。そうだろ？,谢啦，小欧姬丝。这样我们才能去寻找他们，不是吗？
53,First we need to trust that they're safe. Then we'll just do what we can.,まずは無事を信じましょう。<br>その上で、<br>アタシ達には出来ることがあるわ。,先相信他们现在平安无事，以此为前提做好我们该做的事吧。
54,"You're right！They've gotta be safe and sound！Right, Orchid？",い、言われてみれば、そうよね！<br>みんなきっと大丈夫よ！<br>ねっ？　オーキス！,这么一说还真是！大家一定没事的，是吧，欧姬丝？
55,Yeah... Thank you. I guess I lost hope for a moment there.,うん……ありがとう。<br>ちょっと、弱気になってた。,嗯，谢谢。\n我是有些气馁了。
56,But... it's too early for me to give up on them.,でも……諦めるには、まだ早い。,但是，现在放弃，还太早了。
57,That's the spirit.,ふふ……その意気だわ。,呵呵……就该这样才对。
58,Well then there's no point in standin' around here.,ははっ！<br>となりゃあ、<br>立ち止まってるわけにはいかねぇな。,哈哈！那么我们就不能继续这么傻站在这了。
59,First let's try and figure out where they might be. Any clue will do...,さぁて……なんでもいい。<br>まずはアイツらがいま<br>何処に居るのか、手がかりを……,好了……不管那么多了。首先得找到他们现在的位置吧。
61,Groarrr！,<span class='scene-font-5'>グオオォォッ！！</span>,咕哦噢噢噢噢！
62,Oh really！We don't have time to play around with you right now！,もうっ！<br>いまは魔物の相手してる<br>時間なんてないんだから！,真是的！我们现在可没工夫和魔物战斗！
63,"There's no avoiding the monsters here on Silverwind Stretch, I suppose.",ここが<span class='scene-font-place'>白風の境</span>である以上、<br>この子達と戦うことは避けられないわ。,既然这里是<span class='scene-font-place'>白风之境</span>，那么和这些孩子战斗就在所难免。
64,"And there aren't many of us, so let's be careful as we go.",人数も少ないことだし、<br>注意して進むしかないようね……,而且我们人数很少，多加注意地前进吧。
67,We'll rescue 姬塔 and our friends.<br>And nothing will stand in our way！,姬塔達を助ける……<br>その邪魔は……させない……！！,一定要救出姬塔他们，不会让你们来碍事！
info,1,1,scene_cp76_q2_s10
,,,
