id,en,jp,trans
22,Eugen suddenly looks up at the sky.,<span class='scene-font-katari'>ふと、オイゲンは空の一点を見つめる。</span>,突然，欧根紧盯着<br>天空中的一个点。
23,"Oy, get your weapons ready. Somethin' is comin' this way.",おい……構えろ。<br>何か来るぞ。,喂，做好准备，<br>有什么东西过来了！
24,Hm？Do you hear that strange noise？,ん……？<br>そういや、何か変な音が……,嗯……？<br>说起来好像有什么奇怪的声音。
26,"All of a sudden, a giant bird monster swoops down from the sky and grabs Vyrn in its talons.",<span class='scene-font-katari'>突如現れた巨大な鳥の魔物は、</span><br><span class='scene-font-katari'>その巨大な鉤爪にビィを捕える。</span>,突然出现的巨大鸟型魔物<br>用其利爪抓住了碧。
27,Whoa！I ain't no bird feed！,うわわっ！？<br>オイラは獲物じゃねぇっての！,呜哇哇！<br>俺才不是猎物啊！
28,Ngh！,くっ……！,唔……！
30,Caw！,<span class='scene-font-5'>キュィィィッ！！</span>,<span class='scene-font-5'>吱——！！</span>
32,"姬塔 and Katalina attack the bird monster at once, forcing it to release Vyrn.",<span class='scene-font-katari'>咄嗟に剣を振るった</span><br><span class='scene-font-katari'>姬塔とカタリナの一撃に、</span><br><span class='scene-font-katari'>鳥の魔物はビィを放す。</span>,姬塔与卡塔莉娜立即挥剑进攻，<br>让魔物放开了碧。
34,"Talk to me, Vyrn！",大丈夫か！　ビィくん！,没事吧！阿碧！
35,"S-sure... Thanks for the save, you two...",お、おう……<br>助かったぜ、姐さん、姬塔……,嗯、嗯……<br>救命了，大姐头，姬塔。
36,We're not done yet. That thing's still coming for us.,まだ助かってない……<br>あの魔物……まだこっちを狙ってるぞ。,还没完全脱离险境呢，<br>那个魔物还瞄准着这边。
37,"Ha. I guess that means we're on the menu tonight, huh？",へっ……<br>今日の晩飯のメニューは、<br>俺達に決めたってわけか……,嘿……<br>看来对方今天晚餐的菜单<br>就是我们啦。
38,Survival of the fittest. And only the fittest get to feast...,弱肉強食……<br>弱いと、食べられる……,弱肉强食……<br>弱者，会被吃掉……
39,I'll admit that we might be pretty tasty.,アタシ達は<br>とっても美味しそうだと思うけど……,在它眼里，<br>我们应该相当美味可口吧……
40,But we can't be turned into grub so easily.,そう簡単に、<br>食べられてあげるわけにはいかないわ。,但我们可不会轻易让你吃掉。
41,Let's turn the tables on him and have grilled chicken for dinner...,返り討ち……<br>今夜は焼き鳥？,反杀他……<br>今晚吃烤鸟？
42,"For real？Orchid, you wanna eat that？",え……<br>オーキス……あれ、食べる気なの？,诶……<br>欧姬丝……要吃那个吗？
43,I'm drooling already.,……じゅるり。,……吸溜。
45,"This is no time for jokes. Whether we grill him or fry him, we've gotta pluck him first！",ふざけてる場合じゃないぞ……<br>煮るなり焼くなり考えるのは、<br>まずはこいつを倒してからだ……！！,现在可不是开玩笑的时候，<br>是煮是烤，<br>等打败这家伙之后再考虑吧！
info,1,1,scene_cp75_q4_s10
