id,en,jp,trans
17,,<span class='scene-font-katari'>ルリアは何事もなかったかのように、</span><br><span class='scene-font-katari'>おずおずと</span><span class='scene-font-spword'>空図の欠片</span><span class='scene-font-katari'>を</span><br><span class='scene-font-katari'>星晶獣ディコトムスに差し出す。</span>,<span class='scene-font-katari'>露莉亚像是想起了什么，<br>十分拘谨地向星晶兽迪克特穆斯<br>递出了</span><span class='scene-font-spword'>空图碎片</span><span class='scene-font-katari'>。</span>
18,,これ……私達に渡せ、って、<br>誰かに無理やり<br>命令されてたんですよね……？,将这个……交给我们，<br>是某人无视你的意愿，<br>逼迫你做的吧？
19,,だから、これ……,所以，这个就……
20,,…………,…………
24,,あっ……,啊……
25,,<span class='scene-font-katari'>星晶獣ディコトムスは</span><br><span class='scene-font-katari'>優しげな空気を纏ったまま、</span><br><span class='scene-font-katari'>ゆっくりと飛び去っていくのだった。</span>,<span class='scene-font-katari'>星晶兽迪克特穆斯温柔地、<br>缓缓地飞走了。</span>
26,,行っちゃった……,走掉了。
27,,ってことはさ、その<span class='scene-font-spword'>空図の欠片</span>は、<br>もらっちゃってもいい、<br>ってことなんじゃない？,意思是我们收下这块<span class='scene-font-spword'>空图碎片</span>也没关系咯？
28,,<span class='scene-font-katari'>ドランクに言われ、</span><br><span class='scene-font-katari'>ルリアは手にしていた</span><br><span class='scene-font-spword'>空図の欠片</span><span class='scene-font-katari'>を見つめる。</span>,<span class='scene-font-katari'>被德朗克的话语提醒，<br>露莉亚看了看手中的</span><span class='scene-font-spword'>空图碎片</span><span class='scene-font-katari'>。</span>
29,,あの子は、<br>アタシ達を認めてくれたようね。,那孩子看来已经认可我们了呢。
30,,託されたんだもの、<br>きちんともらって大切にしないと、<br>却って失礼だわ。,人家都亲自把它托付于我们了，<br>不把它小心保管好，<br>反而会很失礼呢。
31,,そう……そうですね！,嗯，确实如此！
32,,<span class='scene-font-katari'>ルリアは安堵した様子で嬉しそうに、</span><br><span class='scene-font-katari'>星晶獣ディコトムスから託された</span><br><span class='scene-font-katari'><span class='scene-font-spword'>空図の欠片</span>を握りしめる。</span>,<span class='scene-font-katari'>露莉亚放下心来，<br>开心地握紧了<br>迪克特穆斯托付的</span><span class='scene-font-spword'>空图碎片</span><span class='scene-font-katari'>。</span>
33,,<span class='scene-font-katari'>星晶獣ディコトムスを襲っていた</span><br><span class='scene-font-katari'>事態の収束に、</span><br><span class='scene-font-katari'>一行は安堵の息をつくのだった。</span>,<span class='scene-font-katari'>成功解决了<br>星晶兽迪克特穆斯身上的危机，<br>众人都松了口气。</span>
39,,ぃよしっ！<br>それじゃこのまま、<br>山のてっぺんまで登っちまおうぜ！,好嘞！<br>就这样继续向山顶前进吧！
40,,もう瘴流域も終わりみてーだし、<br>頂上は目の前だぜ！,瘴流域看来已经到头了，<br>山顶就在眼前啦！
41,,お？　お？　一仕事終えたことだし、<br>見晴らしのいい頂上で、<br>祝杯ってのも悪くねぇなぁ、おい！,哦？哦？既然委托都已经搞定，<br>山顶的视野想必也很开阔，<br>举杯畅饮也不错不是嘛！
42,,おいおい……<br>おっさん、<br>まさか酒持ってきてんのか！？,喂喂……<br>大叔你难道带了酒来吗？
43,,あ？　気つけ用のやつだがよ。<br>せっかくなんだから、<br>固いこたぁ、言いっこナシだろ。,啊？当然是保险用的咯，<br>难得有这次机会，<br>就别搞得那么死板了。
44,,はぁ……<br>これだからおっさんって……,哈……<br>所以说大叔你啊……
45,,ふふ……<br>でも、浮足立つ気持ちは、<br>アタシもわからないでもないわ。,呵呵……<br>但是我也不是不能理解<br>这种飘飘然的心情呢。
46,,空域を越えるのは、<br>いつだってすごくドキドキするもの。<br>それに、自分たちの足でなんて……,穿越空域无论什么时候<br>都是一件激动人心的事情，<br>而且还是靠自己的双脚走过去。
47,,<span class='scene-font-katari'>山頂を前に盛り上がる</span><br><span class='scene-font-katari'>姬塔一行。</span>,<span class='scene-font-katari'>在距山顶没多少路程时，<br>众人都振奋了起来。</span>
48,,<span class='scene-font-katari'>それに対しハルは、</span><br><span class='scene-font-katari'>一行からやや距離を取り、</span><br><span class='scene-font-katari'>寂しげに微笑む。</span>,<span class='scene-font-katari'>与之相对，<br>哈尔则带着有些寂寞的笑容，<br>与大家保持了一定距离。</span>
49,,それじゃ……<br>僕は集落に戻りますね。,那么……<br>我这就回村里去了。
50,,ディコトムスも元に戻ったみたいだし、<br>本当にありがとうございました。,迪克特穆斯看起来也恢复原样了，<br>真的很感谢各位。
51,,<span class='scene-font-katari'>そう言うと、</span><br><span class='scene-font-katari'>ハルは姬塔に対し、</span><br><span class='scene-font-katari'>深々と頭を下げる。</span>,<span class='scene-font-katari'>哈尔说完，<br>面向姬塔等人深深低头致意。</span>
52,,君は見て行かないのかい？<br>山頂からの景色。,你不去看看吗？<br>从山顶眺望的景色。
53,,瘴流域を越えた先……<br>エオニオ山脈の尾根は、<br>すでにナル・グランデ空域ですから。,瘴流域的前方是艾欧尼欧山脉的后半段，<br>已经是纳尔·格兰德空域的范围了。
54,,僕はファータ・グランデ空域の<br><span class='scene-font-place'>白風の境</span>から出られないんです……<br>だから……僕はここまでです。,我不能从法塔·格兰德空域的<span class='scene-font-place'>白风之境</span>走出去……<br>所以我就知足而返吧。
55,,<span class='scene-font-katari'>寂しげながらも、</span><br><span class='scene-font-katari'>有無を言わせぬハルの口調に、</span><br><span class='scene-font-katari'>一行はかける言葉を失う。</span>,<span class='scene-font-katari'>即便哈尔挂着一副寂寞的表情，<br>那不容分说的语气<br>也让众人如鲠在喉。</span>
56,,それは……<br>どうしても<br>守らなければならないものなんだな？,那规则……<br>你无论如何都必须要遵守吗？
57,,ってもよぉ……<br>本当にあとちょっとだぜ？,但是啊……<br>真的就只差一点就到了哦。
58,,ここでちょっとだけ、<br>ファータ・グランデ空域を出たとしても<br>バレねーんじゃねーか？,从这里稍微走出法塔·格兰德空域一点点距离，<br>应该也不会被发现的吧？
59,,いやぁ……<br>どうもそういうわけには、<br>いかないみたいだねぇ。,不……<br>看来他是真的不能这么做呢。
60,,<span class='scene-font-katari'>ドランクはそう言いながら、</span><br><span class='scene-font-katari'>盛り上がった雪山の影を指す。</span>,<span class='scene-font-katari'>德朗克这样说着，<br>指向雪山某处隆起的背后。</span>
61,,<span class='scene-font-katari'>すると観念した様子で、</span><br><span class='scene-font-katari'>雪山の影から男達が姿を現すのだった。</span>,<span class='scene-font-katari'>像是意识到自己已经被发现了，<br>几名男子从隐蔽处走了出来。</span>
63,,…………,…………
64,,え……？<br>この人達、いつから……？,诶？<br>这些人，什么时候……
65,,僕が集落を出た時からです。<br>僕は決して、<br>逃げられませんから。,从我离开村庄的时候开始。<br>我是绝对不能离开这里的。
66,,<span class='scene-font-katari'>仕方が無さそうに笑うハルを見て、</span><br><span class='scene-font-katari'>従者達は気まずそうにするものの、</span><br><span class='scene-font-katari'>その場を動くことはなかった。</span>,<span class='scene-font-katari'>看着哈尔无可奈何的笑容，<br>随从们也一副窘迫的样子，<br>停在原地没有走动。</span>
67,,僕は彼らと一緒に集落へ帰ります。<br>だから姬塔さんは……,我会合他们一同回到村中，<br>所以姬塔你们就……
67-sel1_txt,,<span class='scene-font-katari'>待ってるからね</span>,等你来
67-sel2_txt,,<span class='scene-font-katari'>早く来てね</span>,要早点来哦
68,,……っ！<br>ありがとうございます……,……！<br>非常感谢你。
69,,必ず……<br>必ず僕も、<br>姬塔さん達に追いつきますね。,一定……<br>我一定会追上你们的脚步的。
70,,……っ！<br>ふふ……わかりました。,呵呵，我明白了。
71,,姬塔さんが<br>待ちくたびれてしまわないように、<br>頑張りますね。,我会努力<br>不让你们等我太久的。
72,,<span class='scene-font-katari'>姬塔一行に別れを告げたハルは</span><br><span class='scene-font-katari'>何度も何度も振り返りながら、</span><br><span class='scene-font-katari'>従者達と共に一行の元を離れる。</span>,<span class='scene-font-katari'>哈尔与众人告别后数度回首，<br>但还是和随从们一同离开了这里。</span>
73,,<span class='scene-font-katari'>一行もまた、</span><br><span class='scene-font-katari'>ハルの姿が見えなくなるまで、</span><br><span class='scene-font-katari'>大きく手を振って送るのだった。</span>,<span class='scene-font-katari'>一行人也一直挥手告别，<br>直到哈尔的身影<br>再也看不到为止。</span>
78,,行ってしまったな……,已经走远了。
79,,けどまぁ……またどっかで会えんだろ。<br>あいつ、なんだかんだで、<br>ちゃんと芯のある奴だったからな。,但是一定还能在哪里再会的吧。<br>从与他相处的经历来看，<br>那家伙也是相当有骨气的人。
80,,あいつに再会した時、<br>笑われちまわないように<br>俺達も気張っていかねぇとな！,下次再见面的时候，<br>为了不被看笑话，<br>我们可要加把劲啊！
81,,そうだな！<br>いまよりもっとすっげー騎空団になって、<br>ハルのこと、びっくりさせてやろうぜ！,是啊！<br>成为比现在还要厉害的骑空团，<br>让哈尔大吃一惊吧！
82,,<span class='scene-font-katari'>こうして姬塔一行は、</span><br><span class='scene-font-katari'>見えなくなったハルの背中に、</span><br><span class='scene-font-katari'>再会を固く誓うのだった。</span>,<span class='scene-font-katari'>就这样，姬塔等人<br>对着已经不见身影的哈尔的背影<br>立下再会之誓。</span>
83,,――さて！<br>それじゃいよいよ、<br>お楽しみといこっか！,——好啦！<br>终于可以放开去玩啦！
84,,抜け駆けみたいで、<br>リーシャにはちょっと悪いけどね……,我们这样像是偷跑一样，<br>对莉夏可能有点对不住呢。
85,,また一緒に来ればいいわ。<br>アタシ達の元には、<br>もう<span class='scene-font-spword'>空図の欠片</span>が揃っているんだもの。,和她一起再来一次就是了，<br>我们可是已经集齐<span class='scene-font-spword'>空图碎片</span>了哦。
86,,だな。<br>港に停まってるグランサイファーを<br>置いていくわけにゃいかねぇし……,是啊，<br>也不能把停在港口的格兰赛法<br>丢在那不管了。
87,,やれやれ……<br>ほとんど観光だな、<br>こりゃあよ。,哎哟喂……<br>感觉已经彻底变成来观光的了啊。
88,,ともかく、<br>そうそう見れるもんじゃねぇんだ。<br>見ておかないと損ってもんじゃねぇか。,总之，这里的景观难得一见，<br>不欣赏一下可就亏大了。
89,,そうだな……<br>ファータ・グランデ空域の外には、<br>どんな空が広がっているのか……,是的，在法塔·格兰德空域之外，<br>到底延展着一片怎样的天空呢。
90,,ふん……<br>空なんて、<br>空域が変わろうが大差ないだろ。,哼……<br>天空的样子，<br>就算换了个空域应该也大差不差吧。
91,,そんなことない……<br>これだけ頑張って目にする空は、<br>きっと、すごく綺麗……,没有这回事，<br>我们努力至此所见到的天空，<br>一定有着无与伦比的美丽。
92,,私もそう思います……<br>それに、すごくドキドキするんです。,我也这么认为，<br>而且现在我相当激动！
93,,いままでの色んな冒険が、<br>ここに繋がってたんだ、って思うと……,我觉得至今为止所经历的<br>各种各样的冒险，<br>现在都与这里联系了起来。
94,,<span class='scene-font-katari'>ルリアは胸に手をあて、</span><br><span class='scene-font-katari'>いままでの旅を思い返す。</span>,<span class='scene-font-katari'>露莉亚将手放在胸前，<br>回想起至今为止的旅行。</span>
95,,<span class='scene-font-katari'>そして、同じく目を閉じていたビィは、</span><br><span class='scene-font-katari'>大きく飛び上がり、</span><br><span class='scene-font-katari'>姬塔に呼び掛ける。</span>,<span class='scene-font-katari'>碧也闭上了眼，<br>飞到高处对姬塔喊道。</span>
96,,行こうぜ！<br>新しい旅の始まりが、<br>オイラ達を待ってんだ！,出发吧！<br>崭新旅行的起点<br>已经在等着俺们了！
97,,<span class='scene-font-katari'>ビィの声に応じた一行は、</span><br><span class='scene-font-katari'>一気に山を駆けあがり、</span><br><span class='scene-font-katari'>その山頂へと至る。</span>,<span class='scene-font-katari'>响应着碧的声音，<br>众人一齐沿山路走到山顶。</span>
110,,う……わぁ！,呜哇……哇啊！！
111,,<span class='scene-font-katari'>エオニオ山脈の尾根から、</span><br><span class='scene-font-katari'>ナル・グランデ空域を一望する</span><br><span class='scene-font-katari'>姬塔一行。</span>,<span class='scene-font-katari'>姬塔一行从艾欧尼欧山脉的后半段，<br>眺望着纳尔·格兰德空域之景。</span>
112,,<span class='scene-font-katari'>そこでは、見たこともない島々が、</span><br><span class='scene-font-katari'>姬塔一行を歓迎する。</span>,<span class='scene-font-katari'>远方数个前所未见的岛屿，<br>好像正欢迎着众人一般。</span>
113,,な、なぁなぁ！<br>なんだあれ！<br>なんか変なデッカイ塊が浮いてるぜ！,喂，喂喂！\n那个是啥！\n好像有个奇怪的大东西浮在那里诶！
114,,圧巻だな……<br>同じ空でも、<br>こうも空気が変わるものなのか……,美妙绝伦啊！<br>同一片天空下，<br>竟有如此不同的气象。
115,,長い間、瘴流域によって、<br>閉ざされていたんだもの。<br>空域ごとに、それぞれ特徴が……,长期因为瘴流域而各自封闭的空域，<br>也形成了各自的特征。
116,,あら……？,哎呀……？
117,,<span class='scene-font-katari'>一行が新たな空に目を奪われる中、</span><br><span class='scene-font-katari'>ロゼッタはひとり、</span><br><span class='scene-font-katari'>通り抜けてきた瘴流域を振り返る。</span>,<span class='scene-font-katari'>当其他人都被崭新的天空夺去目光时，<br>萝赛塔回头看向刚刚穿过的瘴流域。</span>
118,,どうしたの？　ロゼッタ。,怎么了，萝赛塔？
119,,瘴流域が……閉じるみたいね。,瘴流域的道路好像关闭了。
120,,<span class='scene-font-spword'>空図の欠片</span>を持ってる俺達が、<br>もう瘴流域を抜けたわけだし、<br>元に戻るんじゃねぇか？,带着<span class='scene-font-spword'>空图碎片</span>，<br>我们都已经穿过瘴流域了，<br>还用担心回不去吗。
121,,いえ、待って頂戴……<br>何かがおかしいわ。,不，等等……<br>好像有哪里怪怪的。
122,,え……？,诶……？
135,,<span class='scene-font-katari'>一行がロゼッタの声に振り返った直後、</span><br><span class='scene-font-katari'>急激に勢力を増した瘴流域は、</span><br><span class='scene-font-katari'>瞬時に姬塔達を飲みこむ。</span>,<span class='scene-font-katari'>在其他人听了萝赛塔的话都回过头时，<br>瘴流域突然急速扩大了范围，<br>将姬塔等人“吞”了进去。</span>
136,,<span class='scene-font-katari'>吹き荒れる瘴気は再び集った仲間達を</span><br><span class='scene-font-katari'>空高く巻き上げ、</span><br><span class='scene-font-katari'>それぞれを彼方へと運ぶのだった。</span>,<span class='scene-font-katari'>瘴气如风暴一般将众人卷到空中，\n将其各自送往了远方。</span>
141,,――あー、面白かった。,——啊，真是有趣啊。
142,,お前……<br>あの星晶獣を自由に使えたのに、<br>なんでこんな回りくどいことすんだよ？,你……\n既然你能自由操纵那个星晶兽，\n干嘛非得绕这么大一个弯子啊。
143,,ははっ……<br>わかってないなぁ、フェンリルは。,哈哈……<br>芬里尔你这就不懂了。
144,,ああ……？,啊？
145,,演出だよ、演出。,这是表演啊，表演。
146,,<span class='scene-font-katari'>そう言ってロキは楽しげに笑う。</span>,<span class='scene-font-katari'>洛基开心地笑着说。</span>
147,,ただ奪うより、<br>ようやく取り戻したものを奪うほうが、<br>より一層、面白いだろう？,比起直接夺去，<br>夺走他们好不容易才取回的东西<br>不是更有趣吗？
148,,はぁ……,哈……
149,,嗚呼……楽しみだなぁ。<br>彼らはこれからナル・グランデで、<br>どんな冒険をするんだろうね？,啊~真是期待啊。<br>他们今后在纳尔·格兰德空域<br>又会有怎样的冒险呢？
150,,どんな冒険も、<br>僕が絶対に悲劇にしてみせる……,无论是怎样的冒险，<br>我一定会让那变成一出悲剧。
151,,だから楽しみに待っていてね……<br>姬塔……,所以你就满怀期待地等着吧，\n姬塔。
152,,ったく……<br>オマエが楽しいなら、<br>オレはそれでいいけどよ……,真是……<br>既然你觉得有趣，<br>那我觉得这样就好了。
153,,<span class='scene-font-katari'>闇よりもなお暗い嗤いが、</span><br><span class='scene-font-katari'>雪原に響き渡る。</span>,<span class='scene-font-katari'>居心叵测的笑声<br>在雪原上回响着。</span>
154,,<span class='scene-font-katari'>その声の主は、絶対の悲劇を、</span><br><span class='scene-font-katari'>己と世界に固く誓うのだった。</span>,<span class='scene-font-katari'>那个声音的主人<br>决心要予世界以悲剧。</span>
info,,1,scene_cp79_q4_s30
,,,
