id,en,jp,trans
18,The purpose was to track down his legend. And that's no walk in the park.,そもそも、<br>あの男の伝説を追おうというのです。<br>一筋縄ではいかないことでしょう。,追寻那个男人的传说，<br>本就不是轻易能做到的事。
19,"But we need to discover how he can kill primals, as only he knows how.",しかし、それでも必ず、<br>あの男がなし得たという、<br>星晶獣を殺す方法を暴く必要があります。,但是，即便如此也一定要<br>发掘出那个男人所实现的，<br>杀死星晶兽的方法。
20,"I look forward to better news next time, Hailak.",ハイラック……<br>これからも貴方の働きには、<br>期待していますからね。,海拉克，<br>我会继续期待<br>你今后的表现的。
21,Understood！,は……はいっ！,……好的！
22,"How sweet of you, Ally！You Luminaries are a magnanimous bunch, I'll say.",アリアちゃん、さっすがー♪<br>七曜の騎士サマは話がわかるねぇ。,不愧是小阿莉亚——♪<br>七曜骑士大人真是通情达理啊！
23,"Please don't call me Ally... And furthermore, you should show a little more respect to your superior.",その呼び方はやめてください……<br>そして貴方はもう少し、<br>私の部下という意識を持ってください。,请不要那样称呼我……<br>而且也请你稍微<br>抱有些作为我部下的意识好吗。
24,Oops！Sorry.<br>So what are we gonna do about you-know-who？,ははっ！　ごめんごめん。<br>それで結局、あれ、どうしようか？,哈哈！抱歉抱歉。<br>所以，那个人该怎么处理呢？
25,Anissida sticks a thumb over her shoulder towards the door.,<span class='scene-font-katari'>そう言うとアニシダは、</span><br><span class='scene-font-katari'>入ってきた扉の向こうを指さす。</span>,阿尼希妲如此说道，<br>指向了入口处的大门那边。
26,Sigh... You're asking me...,はぁ……<br>どうするもこうするも……,哈……<br>还能怎么处理……
27,But I don't remember telling you to bring back an Erune agent in the first place.,そもそも私は、<br>エルーンの傭兵を攫ってこいなどと、<br>指示した覚えはありませんが……,我本来没有指示你们<br>抓回这个艾伦族的佣兵吧？
28,"Yeah, I know. But that guy seems to have his floppy ears to the ground.",うん、知ってる。<br>でも、あいつ、<br>なかなかの情報通みたいでさ。,是的，我知道。<br>但是那家伙<br>可是相当厉害的情报通呢。
29,"I've got a hunch he knows something that could help us out, see？",何か、こう繋がりそうな……<br>いい情報を持ってる奴だって、<br>アタシの勘が言ってるんだよね。,我的直觉告诉我，<br>这家伙可藏着<br>与某些事相关的好情报呢。
30,"If we ask him the right questions, he might tell us something good. And if he doesn't...",上手く聞き出せれば、<br>悪くない情報源になると思う。<br>それに駄目だったら駄目だったで……,如果能和他打好关系，说<br>不定是个不错的情报源呢。<br>再说了，真要行不通就到时候再说呗……
31,"Anissida stops to think for a moment, but then gives up and shrugs her shoulders.",<span class='scene-font-katari'>アニシダはやや考えた様子を見せ、</span><br><span class='scene-font-katari'>肩をすくめる。</span>,阿尼希妲略微思考一阵，<br>然后耸了耸肩。
32,"Well, he was gettin' in our way. If we rough him up a bit and drop him back in Zinkenstill, he'll serve as a warning to others.",まぁ、任務の邪魔してくれたわけだし。<br>始末して<span class='scene-font-place'>ザンクティンゼル</span>に捨てれば、<br>見せしめくらいにはなるでしょ。,毕竟他妨碍了我们执行任务，<br>如果把他处理掉再扔到<span class='scene-font-place'>赞克汀泽</span>，<br>至少也能起到杀鸡儆猴的作用。
33,The Golden Knight rolls her eyes at Anissida's sloppy suggestion.,<span class='scene-font-katari'>アニシダの気楽な様子に、</span><br><span class='scene-font-katari'>黄金の騎士は頭を抱える。</span>,虽然阿尼希妲一副毫无顾忌的样子，<br>但金骑士还是显得有些苦恼。
34,"You're unbelievable... But then again, your instincts are often on the mark.",まったく……<br>しかしまぁ、<br>貴方の勘はよく当たりますからね。,真是的……<br>不过，你的直觉可能是对的呢。
35,"Place him in the prison for now. When the time is right, I'll speak with him myself.",ひとまずは牢に入れておいてください。<br>折を見て、私が直接話をします。,暂且把他关进牢里吧，<br>有机会时我会直接与他对话的。
36,Okie dokie. Roger that.,はーい、了解。,好，了解！
37,"And with that, the Erune agent is carried away to his cell.",<span class='scene-font-katari'>こうして、</span><br><span class='scene-font-katari'>兵と共に待機させられていた</span><br><span class='scene-font-katari'>エルーンの傭兵は牢へと連れて行かれる。</span>,就这样，<br>士兵带着与他共同待命的<br>这个艾伦族的佣兵去牢里了。
41,"Meanwhile, the agent's partner explains the situation to 姬塔 and the crew.",<span class='scene-font-katari'>一方その頃、</span><br><span class='scene-font-katari'>彼の相棒であるもう一人の傭兵は、</span><br><span class='scene-font-katari'>姬塔達に事情を説明していた。</span>,与此同时，<br>这位佣兵的同伴<br>将情况向姬塔等人说明了。
42,The last thing I saw was Drang bound up by those two.,――アタシが最後に見たのは、<br>ドランクがあの二人組に<br>拘束される姿だった……,我最后看到的是德朗克<br>被那个二人组抓起来的样子。
43,"I'd just been hit pretty hard, so I fell unconscious soon after I saw that.",その直前に、<br>強めの一撃をもらっていたからな……<br>すぐに気を失ってしまったんだ。,那会儿我受到了重击，<br>很快就失去了意识。
44,"Next thing I know, I'm lying in some villager's home.",気が付いたら、<br>村のベッドに寝かされていて……,醒来的时候<br>就躺在村内人家的床上了。
45,"The villagers said they didn't know where Drang was, but found this beside me.",村の連中に話を聞いたら、<br>ドランクの姿はどこにもなくて、<br>アタシの側にはこれが転がってたそうだ。,村民说到处都找不到德朗克，<br>而我身边又找到了这样的东西。
46,Sturm holds up a crystal sphere.,<span class='scene-font-katari'>そう言ってスツルムは、</span><br><span class='scene-font-katari'>手に納まる大きさの透明な珠を見せる。</span>,斯特姆如此说道，<br>把一颗大小刚好能被一只手能握住的<br>透明珠子拿给众人看。
47,"Hey, isn't that one of those crystals that goofy guy's always carrying around？",それって……<br>あのニヤけ男が持ってたやつよね？,这个……<br>不是那个坏笑男<br>拿着的东西吗？
48,"Yeah. When you squeeze it, it shines on a point in the sky.",そうだ……<br>強く握ると空の一点を指して光る。,没错……<br>如果用力握住它的话，<br>它会射出指向空中某个位置的光。
49,"I don't know where it's pointing, but it's probably where we can start looking for him.",どこを示しているのかはわからないが、<br>恐らく、<br>これが奴を探す手がかりだと思う。,到底是指向哪里我不知道，<br>但是我觉得<br>这是寻找那家伙的线索。
50,"After all, he wouldn't just leave this behind haphazardly.",あいつが何の考えも無しに、<br>こういうものを<br>置いていくとは思えないからな。,我不认为他留下这个<br>是毫无考虑的。
51,"And knowing him, he wouldn't let himself get taken for no reason, either.",それにあいつならきっと、<br>ただ連れ去られたりはしないはずだ。,而且那个家伙<br>肯定也不会毫无作为地被抓去。
52,Sturm clenches her fist in an effort to steady her trembling.,<span class='scene-font-katari'>スツルムは震えを抑えるように、</span><br><span class='scene-font-katari'>強く拳を握りしめる。</span>,斯特姆像是为了抑制住自身颤抖，<br>紧紧握住拳头。
53,"I'm sure he's all right. He might act like an idiot all the time, but when push comes to shove...",きっと大丈夫……<br>あれだけふざけた男なんだ。<br>あいつなら何があっても、きっと……,一定没事的，他可是那么会开玩笑的人。<br>凭他的的本事，<br>就算发生了什么事，也一定……
54,"Sensing the uneasiness in Sturm's voice, Orchid places her hand on top of Sturm's.",<span class='scene-font-katari'>言葉とは裏腹に、</span><br><span class='scene-font-katari'>不安そうに呟くスツルムの手に、</span><br><span class='scene-font-katari'>オーキスはそっと自らの手を重ねる。</span>,但是，与她的话语相反，<br>斯特姆的表情显得十分不安。<br>而欧姬丝则把手放在了她的手上。
55,Let's go now. Let's go find him.,すぐ、行こう……<br>ドランクを探しに。,马上，出发吧……<br>去找德朗克。
56,You're right. I'm sure he's just fine.,私も……<br>ドランクなら、大丈夫だと思う。,我也觉得，<br>德朗克他肯定能想办法脱身。
57,"But he left that crystal behind, which means he must want someone to come for him.",でも……<br>それを置いていったのはきっと、<br>助けに来てほしいから……,但……<br>他留下了那个东西，<br>一定是希望有人能去救他……
58,So we've got to go. We've got to go save him.,だから……行かなくちゃ。<br>ドランクを、助けに。,所以……<br>我们必须去拯救德朗克。
59,Orchid squeezes Sturm's hand reassuringly.,<span class='scene-font-katari'>そう言ってオーキスは、</span><br><span class='scene-font-katari'>スツルムの手を強く握る。</span>,欧姬丝这样说着，<br>紧紧握住了斯特姆的手。
60,Now didn't you say these folks are with the Istavion Troop？,ふむ……なぁ、アンタ。その二人組は、<br>イスタバイオン軍の奴らだって<br>言ってたな？,嗯……我说，<br>你刚才说那个二人组<br>是伊斯塔拜恩军的家伙吧？
61,That's what Drang had said. The Istavion Troop from Oarlyegrande.,ドランクは……そう話していたな。<br>アウライ・グランデの、<br>イスタバイオン軍だったか……,我记得德朗克是这么说的，<br>奥莱・格兰德空域的伊斯塔拜恩军。
62,"Oarlyegrande, eh？Things get more complicated when skydom-crossing authorities are involved.",アウライ・グランデか……<br>空域を跨ぐ組織が関わっているとなると、<br>事は想像以上に厄介だな……,奥莱・格兰德空域吗……<br>如果牵扯到跨空域的组织，<br>事情可能比我们想象的要复杂。
63,"Yeah, and I know I'm in no place to ask this of you.",ああ……<br>こんなことを頼めた立場じゃないのは、<br>アタシも承知の上だ。,是的，我也知道自己<br>并不是能向你们拜托的立场。
64,But I need your power to get him back from those two.,それでも、<br>いま、お前達の力が必要なんだ……<br>あいつらからドランクを助け出すために。,但是即便如此，<br>救出德朗克也需要你们的力量。
65,"What do you say, 姬塔？Will you help me？",だから頼む……姬塔。<br>アタシに力を貸してくれないか？,所以拜托你了，姬塔。<br>可以助我一臂之力吗？
65-sel1_txt,Of course.,<span class='scene-font-katari'>いいよ</span>,没问题
65-sel2_txt,Let me think about it.,<span class='scene-font-katari'>どうしようかな</span>,我想想
66,Thanks. I owe you one.,ありがとう……恩に着る。,谢谢……这是我欠你的。
67,"When it comes right down to it, he's been on this journey right along with us. We can't just turn our backs on him！",まぁ、なんだかんだであいつとも、<br>結構長く旅してたもんな！<br>いまさら放っておけねーぜ！,不管怎么说，<br>我们也和那家伙打了很长时间交道了，<br>现在不可能放着他不管啦。
68,"Sturm, Orchid, and the crew are about to head off toward the Grandcypher.",<span class='scene-font-katari'>スツルム、オーキスと共に、</span><br><span class='scene-font-katari'>一行はグランサイファーへと向かう。</span>,于是众人连同欧姬丝与斯特姆，<br>向着格兰赛法走去。
69,"I see. Not quite convinced, huh？",やはり……駄目か。,果然不行吗……
70,"But we can't just ignore this, can we？",しかし……<br>これは見過ごすわけにいかないんじゃないでしょうかも<br>？,但是，<br>就这么置之不理真的好吗？
71,"They were trying to get inside your home in the first place, 姬塔.",狙われていたのは、<br>姬塔さんの<br>ご実家のようですし……,而且那时他们的目标<br>是姬塔家的屋子……
72,We might have to face-off against them sooner or later.,いつかは……<br>私達も向き合わなきゃいけない<br>相手なのかもしれません……,也许今后也会成为<br>我们不得不面对的对手。
73,"With some nudging from the crew, 姬塔 decides to help rescue Drang.",<span class='scene-font-katari'>仲間の説得を受け、</span><br><span class='scene-font-katari'>姬塔はドランク救出へ</span><br><span class='scene-font-katari'>向かうことを決める。</span>,接受了同伴们的建议，<br>姬塔决定去帮忙救出德朗克。
74,"Sturm, Orchid, and the crew are about to head off toward the Grandcypher.",<span class='scene-font-katari'>スツルム、オーキスと共に、</span><br><span class='scene-font-katari'>一行はグランサイファーへと向かう。</span>,于是众人连同欧姬丝与斯特姆，<br>向着格兰赛法走去。
75,"But right as they prepare to leave, a skyfarer comes running into the palace.",<span class='scene-font-katari'>しかし、その行く手を遮るように、</span><br><span class='scene-font-katari'>今度はひとりの騎空士が、</span><br><span class='scene-font-katari'>宮殿に駆け込んでくる。</span>,但仿佛要拦着他们离开似的，<br>一名骑空士进入了宫中。
76,"Lecia！Oh boy, am I lucky you're still here, ma'am！",リーシャさんっ！<br>ああ、良かった……<br>まだこちらにいらしたのですね。,莉夏！<br>太好了，你还在这里。
77,We're just about to leave the island. What's the matter？,どうしましたか？<br>いまちょうど、<br>この島を出るところだったんですが……,发生什么事了吗？<br>我正要离开这个岛呢。
78,Deputy Monika has given orders that you return to Amalthea at once.,それが……至急<span class='scene-font-place'>アマルティア</span>に戻るよう、<br>モニカ船団長補佐から<br>ご命令が出ております。,那是……<br>莫妮卡船团长命令你<br>立刻返回<span class='scene-font-place'>阿玛提亚岛</span>。
79,Monika said that？Did something happen at Amalthea？,モニカさんが？<br><span class='scene-font-place'>アマルティア</span>で何かあったんですか？,莫妮卡的命令？<br><span class='scene-font-place'>阿玛提亚岛</span>上发生什么事了吗？
80,"Well, she didn't exactly say it like that. But she did say to come alone.",いえ、そのようには……<br>ただ、必ずリーシャさんお一人で<br>戻るように、と……,不，不是的……<br>只是，传令说莉夏必须一个人回去。
81,"So, in other words...",……？<br>それは、つまり……,嗯？<br>那就意味着……
82,She's telling you to leave our crew.,この騎空団を離れろ、<br>ということよね……,就是让你<br>离开这个骑空团的意思吧……
83,But why so suddenly？Are you sure she didn't say anything else？,どうして突然、そんな……<br>モニカさんは<br>他に何か仰ってましたか？,为什么突然要这样……<br>莫妮卡还说了什么吗？
84,"No, it seems the details were too classified for her to share with me.",いえ……<br>詳細は極秘らしくて、<br>私の方には何も……,不……<br>具体内容是机密，<br>我这种小人物……
85,"I'm not sure what's going on, but it sounds like it's big.",詳しいことはわからねぇが、<br>ただ事じゃねぇみたいだな。,虽然不了解具体情况，<br>但看来非同小可啊。
86,But this just doesn't seem like her. There might be something else going on here.,でも、モニカさんにしては変です……<br>何か事情があるのかもしれません。,但是，是莫妮卡这样说的话就很奇怪，<br>也许是发生了什么事也说不定。
87,...,…………,…………
88,Lecia thinks for a bit before turning to face the enforcer.,<span class='scene-font-katari'>リーシャは、</span><br><span class='scene-font-katari'>しばらく悩む様子を見せた後、</span><br><span class='scene-font-katari'>顔を上げて秩序の騎空団員に向き直る。</span>,莉夏思考了一会，<br>然后转向这位秩序骑空团员。
89,Understood. I'll leave immediately. Do you have an airship ready？,わかりました……すぐに向かいます。<br>騎空艇の手配はありますか？,了解了，我<br>马上赶回去，<br>骑空艇准备好了吗？
90,"Yes, ma'am！It's standing by！",はっ！　待機させてあります！,是！<br>已经准备好了！
91,"Good. I'll head for the airship soon, so wait there for me.",わかりました。<br>私もすぐに向かいますから、<br>騎空艇で待機していてください。,好的，我很快就赶过去，<br>你先去骑空艇内待命吧。
92,Roger！,はっ！,遵命！
93,Lecia watches the enforcer run off before turning back toward the crew.,<span class='scene-font-katari'>秩序の騎空団員が駆けていくのを確認し、</span><br><span class='scene-font-katari'>リーシャは口を開く。</span>,目送这名秩序骑空团员离开后，<br>莉夏开口了：
94,"My apologies, 姬塔. I'll be leaving your crew briefly.",姬塔さん……<br>申し訳ありませんが、<br>私は一度、この騎空団を離れます。,姬塔，对不起，<br>我要暂时离开这个骑空团了。
95,"It's an order from your superior officer, so what can you do？It sounds as if they could use your help there.",上官からの命令では仕方がないさ。<br>それに向こうも何か、<br>事情があるみたいだしな。,毕竟是上级的命令，<br>这也是没办法的事。<br>而且那边似乎是发生了什么情况。
96,"You're right. In any case, be careful out there！",はい……<br>でも……気を付けてくださいね。,是的……<br>但是你们也要小心。
97,The people who've got Drang sound a bit different from the people we've come across so far.,ドランクさんを攫ったのは、<br>いままでとは、<br>また少し違った相手のようですから……,把德朗克抓走的，<br>是与至今为止都不太一样的对手。
98,姬塔 nods reassuringly at Lecia.,<span class='scene-font-katari'>リーシャの言葉に、</span><br><span class='scene-font-katari'>姬塔は力強く頷きを返す。</span>,姬塔点头肯定了<br>莉夏所说的话。
99,"As they depart to rescue Drang, the crew bid farewell to Lecia and leave the city of Mephorash behind them.",<span class='scene-font-katari'>こうして一行はリーシャと別れ、</span><br><span class='scene-font-katari'>ドランクを助け出すため、</span><br><span class='scene-font-place'>メフォラシュ</span><span class='scene-font-katari'>を後にしたのだった。</span>,就这样，众人告别了莉夏，<br>然后为了救出德朗克，<br>离开了<span class='scene-font-place'>梅佛拉修</span>。
info,1,1,scene_cp74_q1_s10
,,,
